,,,,,,,,,,,,,
（林昀嫺老師）,,,,,,,,,,,,,
32 交易因果關係 ,Transaction uausation,,,,,,,,,,,,
33 公開說明書虛偽不實之民事責任 ,Prospectus of untruthful Civil Liability,,,,,,,,,,,,
34 資訊不實之民事責任 ,False information on Civil Liability,,,,,,,,,,,,
35 損失因果關係 ,Loss Causation,,,,,,,,,,,,
36 欺騙市場理論 ,fraud-on-the-market theory ,,,,,,,,,,,,
37 財務預測 ,financial projections,,,,,,,,,,,,
38 公開說明書 ,prospectus,,,,,,,,,,,,
39 證券詐欺 ,Securities Fraud,,,,,,,,,,,,
40 資訊不實 ,Information inaccurate,,,,,,,,,,,,
41 短線交易 ,short-swing trading,,,,,,,,,,,,
42 歸入權 ,Disgorgement,,,,,,,,,,,,
43 大股東 ,Major shareholder,,,,,,,,,,,,
44 持有公司股份超過百分之十 ,holding more than ten percent of the total shares of the company,,,,,,,,,,,,
45 差價利益 ,profit differential,,price difference,,,,,,,,,,
46 最高賣價減最低買價法 ,The highest selling price minus the minimum purchase price method,,,,,,,,,,,,
47 融資 ,margin purchases,,,,,,,,,,,,
48 會計師簽證或查核不實 ,Accountant gets visa or checks not really,,,,,,,,,,,,
49 因果關係 ,Causation,,,,,,,,,,,,
50 私募 ,private placemen,,,,,,,,,,,,
51 私募有價證券 ,private placement of securities,,,,,,,,,,,,
52 私募有價證券應募人 ,Private placement of securities should raise ,,,,,,,,,,,,
53 轉售之限制 ,Resale restrictions,,,,,,,,,,,,
54 取締規定 ,Ban provisions,,,,,,,,,,,,
55 效力規定 ,Potency stipulation ,,,,,,,,,,,,
56 不實財務報告書 ,Fraudulent Financial Report ,,,,,,,,,,,,
57 損益相抵 ,counteract of profit and loss,,,,,,,,,,,,
58 侵權行為 ,torts,,tortious act,,,,,,,,,,
59 內線交易 ,insider trading,,,,,,,,,,,,
60 平等取得資訊原則 ,disclose or abstain rule,,,,,,,,,,,,
61 內部人 ,Insider,,,,,,,,,,,,
62 重大消息 ,Material Information,,,,,,,,,,,,
63 當日善意從事相反買賣之人 ,trading counterparts who on the day of the violation undertook the opposite-side trade with bona fide intent,,,,,,,,,,,,
64 損害賠償 ,injury arising therefrom,,damages,,compensation of damages,,,,,,,,
65 違法經營丙種墊款業務 ,Illegal business gamma advances business,,,,,,,,,,,,
66 公司負責人,representative director,,representative executive officer,,,,,,,,,,
,,,,,,,,,,,,,
1 公開發行 ,Public,,,,,,,,,,,,
2 影響市場秩序 ,affect the market order,,,,,,,,,,,,
3 不履行交割 ,fail to perform settlement,,,,,,,,,,,,
4 有價證券 ,securities,,negotiable instrument,,negotiable instrument of value,,document of title,,,,,,
5 公開招募 ,Offer public,,,,,,,,,,,,
6 申報核准 ,supplementary filing has been made and approved,,,,,,,,,,,,
7 申報生效 ,effective registration,,,,,,,,,,,,
8 非公開發行 ,Non-Public,,,,,,,,,,,,
9 證券業務 ,Securities Business,,,,,,,,,,,,
10 投資顧問 ,investment advisor,,,,,,,,,,,,
11 外國公司之股票 ,The stocks of foreign companies,,,,,,,,,,,,
12 偽造之有價證券 ,Forgery of securities,,,,,,,,,,,,
13 操縱市場 ,manipulate the market,,,,,,,,,,,,
14 證券詐欺 ,Securities Fraud,,,,,,,,,,,,
15 意圖抬高或壓低 ,with the intent to inflate or deflate the trading prices,,,,,,,,,,,,
16 操縱股票價格之意圖 ,Intention to manipulate the stock price,,,,,,,,,,,,
17 連續以高價買入或以低價賣出 ,To continuously buy at high prices or sell at low prices,,,,,,,,,,,,
18 連續買賣 ,Continuous trading,,,,,,,,,,,,
19 委託書規則 ,Power of attorney rules,,,,,,,,,,,,
20 行使偽造文書 ,The exercise of forgery ,,,,,,,,,,,,
21 刑事責任 ,Criminal responsibility,,,,,,,,,,,,
22 證券投資顧問事業 ,Establishment of Securities Investment Consulting Enterprises,,,,,,,,,,,,
23 未經許可不得經營證券業務 ,Do not manage the negotiable securities service without the permission,,,,,,,,,,,,
24 經紀 ,Brokerage,,,,,,,,,,,,
25 承銷 ,Underwriting,,,,,,,,,,,,
26 投顧 ,Investment adviser,,,,,,,,,,,,
27 證金 ,Margin ,,,,,,,,,,,,
28 證券商 ,securities firms,,,,,,,,,,,,
29 有價證券買賣居間 ,Securities trading intermediary,,,,,,,,,,,,
30 募集 ,public offer ,,offering,,,,,,,,,,
31 非公開發行股票 ,Stock by Non-Public,,,,,,,,,,,,
32 抬高或壓低有價證券交易價格 ,Elevation or depression of prices of securities transactions,,,,,,,,,,,,
33 其他操縱行為 ,Other manipulation,,,,,,,,,,,,
34 資訊不實 ,Information inaccurate,,,,,,,,,,,,
35 不履行交割 ,fail to perform settlement,,,,,,,,,,,,
36 間接正犯 ,mittelbare T?terschaft,,Indirect Accomplice,,,,,,,,,,
37 足以影響市場秩序 ,is sufficient to affect the market order,,,,,,,,,,,,
38 操縱股價 ,Manipulation of stock prices,,,,,,,,,,,,
39 炒作股價 ,Hypes the stock price,,,,,,,,,,,,
40 股友社 ,Fellow stockholder society,,,,,,,,,,,,
41 自行或以他人名義 ,his own account or under the names of other parties,,in the person's own name or in the name of another,,,,,,,,,,
42 證券投資顧問事業 ,Establishment of Securities Investment Consulting Enterprises,,,,,,,,,,,,
43 沖洗買賣 ,wash sale,,,,,,,,,,,,
44 形式所有權 ,Form of ownership,,,,,,,,,,,,
45 實質所有權 ,Substantial ownership,,,,,,,,,,,,
46 重大消息 ,Material Information,,,,,,,,,,,,
47 成立 ,Incorporation,,establishment,,execution,,effect,,formation,,,,
48 利用未成年子女持有者 ,Uses the underage children holder,,,,,,,,,,,,
49 內線消息 ,insider information,,,,,,,,,,,,
50 獲悉 ,Learn,,,,,,,,,,,,
51 公開 ,opening to the public,,disclosure,,,,,,,,,,
52 內線交易 ,insider trading,,,,,,,,,,,,
53 內部人 ,Insider,,,,,,,,,,,,
54 未參與公司實際營運之董事 ,Not involved in the directors of the company's actual operations,,,,,,,,,,,,
55 公開時點 ,certain point in time,,,,,,,,,,,,
56 主觀意圖 ,Subjective intent,,,,,,,,,,,,
57 確定時點 ,uncertain timing,,,,,,,,,,,,
58 財務預測 ,financial projections,,,,,,,,,,,,
59 發行人 ,issuer,,publisher ,,,,,,,,,,
60 營業收入 ,operating revenue,,,,,,,,,,,,
61 居間 ,Brokerage,,,,,,,,,,,,
62 違法經營證券業務 ,Illegal operation of securities business,,,,,,,,,,,,
63 證券業務 ,Securities Business,,,,,,,,,,,,
64 證券商 ,securities firms,,,,,,,,,,,,
65 未上市、未上櫃股票,non-listed or non-OTC-listed stocks,,,,,,,,,,,,
,,,,,,,,,,,,,
1 非法經營銀行業務 ,Illegal to carry on banking business,,,,,,,,,,,,
2 返還本金 ,return the principal,,,,,,,,,,,,
3 現金 ,Cash,,ready money ,,,,,,,,,,
4 國內外匯兌業務 ,domestic or foreign remittances,,,,,,,,,,,,
5 大陸地區 ,Mainland Area,,,,,,,,,,,,
6 人民幣 ,Renminbi ,,,,,,,,,,,,
7 非銀行 ,Non-bank,,,,,,,,,,,,
8 收受存款 ,Accept Deposits,,,,,,,,,,,,
9 匯兌行為 ,Exchange rate behavior ,,,,,,,,,,,,
10 差價 ,difference in price ,,,,,,,,,,,,
11 與本金顯不相當 ,Pay… in an excessive amount,,,,,,,,,,,,
12 吸收資金 ,obtain capital ,,,,,,,,,,,,
13 詐欺 ,fraud,,,,,,,,,,,,
14 違背職務 ,breach of official duties ,,,,,,,,,,,,
15 銀行負責人 ,Responsible Persons of Banks ,,,,,,,,,,,,
16 背信 ,breach of trust,,,,,,,,,,,,
17 侵占 ,Encroachment,,encroach,,,,,,,,,,
18 行為負責人,the persons responsible for the offense,,,,,,,,,,,,
,,,,,,,,,,,,,
1 董監事最低持股成數 ,Minimum holding of directors and supervisors into a number of,,,,,,,,,,,,
2 財務、業務及股權變動之公開 ,"Financial, business and changes in ownership of public",,,,,,,,,,,,
3 未經許可不得經營證券業務 ,Do not manage the negotiable securities service without the permission,,,,,,,,,,,,
4 經紀 ,Brokerage,,,,,,,,,,,,
5 承銷 ,Underwriting ,,,,,,,,,,,,
6 投顧 ,Investment adviser ,,,,,,,,,,,,
7 證金 ,Margin ,,,,,,,,,,,,
8 取得股份逾百分之十 ,Acquisition of shares over 10%,,,,,,,,,,,,
9 共同取得 ,acquire jointly,,,,,,,,,,,,
10 內部人 ,Insider ,,,,,,,,,,,,
11 轉讓 ,Transfer,,,,,,,,,,,,
12 設質 ,Pledge ,,,,,,,,,,,,
13 董監事最低持股比率 ,Minimum shareholding ratio of the directors and supervisors,,,,,,,,,,,,
14 法人代表人 ,representatives of the juristic person,,,,,,,,,,,,
15 董事、監察人股權成數 ,Director and Supervisor Share Ownership Ratios,,,,,,,,,,,,
16 補足義務 ,Complement the obligations ,,,,,,,,,,,,
17 重編財務報告 ,the financial reports shall be remade ,,,,,,,,,,,,
18 會計師查核簽證 ,Auditing and Attestation of… by Certified Public Accountants,,,,,,,,,,,,
19 為行為之負責人 ,the individual person responsible for the act ,,,,,,,,,,,,
20 行政裁量濫用 ,Abuse of administrative discretion,,,,,,,,,,,,
21 內部人 ,Insider ,,,,,,,,,,,,
22 申報義務人 ,Applicant,,,,,,,,,,,,
23 法人董事之代表人 ,The representative of the corporate directors ,,,,,,,,,,,,
24 公開收購 ,tender offer,,tender offer bid,,,,,,,,,,
25 共同取得 ,acquire jointly,,,,,,,,,,,,
26 釋字第586號解釋,J.Y.Interpretation No. 586,,,,,,,,,,,,
,,,,,,,,,,,,,
1 農會信用部 ,credit departments of farmers associations,,,,,,,,,,,,
2 分支機構 ,Branch Units,,,,,,,,,,,,
3 營業 ,business,,operation,,,,,,,,,,
4 核准 ,Approval,,,,,,,,,,,,
5 商業銀行 ,Commercial Banks ,,,,,,,,,,,,
6 承受擔保物之處分 ,Under the disposition of the collateral ,,,,,,,,,,,,
7 同一關係人 ,Same Concerned Party ,,,,,,,,,,,,
8 同一人 ,A Same Person ,,,,,,,,,,,,
9 農會信用部 ,credit departments of farmers associations,,,,,,,,,,,,
10 授信限額 ,the amount of the aforesaid connected credit extension,,,,,,,,,,,,
11 農會信用部 ,credit departments of farmers associations ,,,,,,,,,,,,
12 概括承受 ,generally assuming ,,,,,,,,,,,,
13 法律保留原則 ,Principle of Power Reservation,,,,,,,,,,,,
14 比例原則 ,principle of proportionality ,,,,,,,,,,,,
15 金融危機 ,Financial crisis ,,,,,,,,,,,,
16 問題銀行 ,Problem banks ,,,,,,,,,,,,
17 信用合作社 ,credit cooperatives ,,,,,,,,,,,,
18 存款保險 ,Deposit Insurance ,,,,,,,,,,,,
19 擠兌 ,Runs,,,,,,,,,,,,
20 雙方代理之禁止,Prohibition of the two sides agent,,,,,,,,,,,,
（呂麗慧老師）,,,,,,,,,,,,,
1 權利瑕疵擔保 ,defects liability of right,權利瑕疵擔保責任,redhibition action,因瑕疵而解除契約,,,,,,,,,
2 權利瑕疵 ,the defects of right,權利的瑕疵,indefective right,無瑕疵的權利,,,,,,,,,
3 基地重覆使用 ,the base is disignated repeatedly,基地被重複指定,reuse of the statuory vacant space ,法定空地的再用,,,,,,,,,
4 損害賠償 ,compensation for damage,損害賠償,damages suit,損害賠償之訴,obligation of comoensation for damage,損害賠償之債,,,,,,,
5 占用鄰地 ,unlawful detainer of adjoining land,鄰地的不法占用,make use of adjacent land without a right,無權使用鄰地,,,,,,,,,
6 瑕疵 ,defects,瑕疵,original damaged cargo,瑕疵品,,,,,,,,,
7 瑕疵擔保 ,defects liability ,瑕疵擔保責任,original damaged cargo,瑕疵品,,,,,,,,,
8 不完全給付 ,incomplete performance,不完全的給付,,,,,,,,,,,
9 競合 ,coincidence,巧合或同時發生,conflict of articles,法條的衝突,,,,,,,,,
10 補正瑕疵 ,correct the defects,修正瑕疵,,糾正瑕疵,rectify the defects,,,,,,,,
11 債務不履行 ,non-performance of obligation,債務不履行,waiver of obligation,債務免除,breach of one's legal duty,不履行之法律責任,,,,,,,
12 種類之債 ,kinds of obligation,種類之債,,,,,,,,,,,
13 特定物 ,specific object,特定標的物,sale of specific goods,特定物之買賣,,,,,,,,,
14 契約成立前 ,Before the contract constituted,契約成立之前,execution of contract,契約生效,essence of the contract,契約成立要件,,,,,,,
15 同時履行抗辯權 ,perform affirmative deffenses coincidentaly,在同時履行相等的防禦權,,,,,,,,,,,
16 瑕疵之發生 ,the defects take place,瑕疵發生,,,,,,,,,,,
17 給付不完全 ,perform incompletely,給付不完全,incomplete performance,不完全的給付,,,,,,,,,
18 積極侵害債權 ,positively trespass to obligation,積極地侵害債權,,,,,,,,,,,
19 加害給付 ,injury performance,加害給付,,,,,,,,,,,
20 特定物之買賣 ,sale of specific goods,特定物之買賣,specific object,特定標的物,,,,,,,,,
21 契約成立時 ,the moment that a contract forms,契約成立的時點,,,,,,,,,,,
22 契約成立後 ,after the contract constituted,契約成立之後,,,,,,,,,,,
23 對待給付之抗辯 ,defense of counter-prestation,對待給付的抗辯,,,,,,,,,,,
24 暫時性之抗辯 ,transient defense,暫時的抗辯,,,,,,,,,,,
25 同時履行抗辯 ,have affirmative deffense at the same time,在同時有一個相等的防禦權,,,,,,,,,,,
26 種類之買賣 ,the thing sold is a thing designated only as to its kind,僅指定種類的買賣之物,,,,,,,,,,,
27 補正 ,correction/rectification,補正,,,,,,,,,,,
28 瑕疵補正 ,repair the defect,修復缺陷,,,,,,,,,,,
29 法定空地 ,statutory vacant space of a building ,建築物的法定空置空間,,,,,,,,,,,
30 顯失公平 ,an obvious unfairness ,明顯的不公平,,,,,,,,,,,
31 解除契約 ,rescind the contract,解除契約,,,,,,,,,,,
32 瑕疵重大 ,the defect is serious,瑕疵是重大的,,,,,,,,,,,
33 法條競合說 ,the theory of overlapping civil statutes,民法法條重疊的理論,,,,,,,,,,,
34 請求權競合說 , the?theory of overlapping civil claims?,民事請求權重疊的理論,,,,,,,,,,,
35 請求權相互影響說 ,the?theory of  interactive civil claims?,民事請求權互相作用的理論,,,,,,,,,,,
36 請求權規範競合說 ,the theory of overlapping civil claims and overlapping civil statutes.,民事請求權重疊和民法法條重疊的理論,,,,,,,,,,,
37 誠信原則 ,principles of good faith,誠信的原則,,,,,,,,,,,
38 危險移轉 ,the danger passes,危險移轉,,,,,,,,,,,
39 重大瑕疵 ,the serious defect,嚴重的瑕疵,,,,,,,,,,,
40 室內高度不足 ,,,,,,,,,,,,,
41 解約 ,rescission,解約,,,,,,,,,,,
42 契約解除 ,rescission of contract,契約的解除,,,,,,,,,,,
43 數量短少之瑕疵 ,defect in shortage,數額短缺的瑕疵,,,,,,,,,,,
44 檢查通知義務 ,be under obligation to examine and notify,有檢查和通知的義務,,,,,,,,,,,
45 物之瑕疵 ,a defect in the thing,東西的瑕疵,,,,,,,,,,,
46 房屋登記面積短少 ,,,,,,,,,,,,,
47 坪數不足 ,,,,,,,,,,,,,
48 物之瑕疵擔保 ,product warranty liability,產品保証責任,,,,,,,,,,,
49 減少價金 ,,,,,,,,,,,,,
50 凶宅 ,Houses that had had murders or killings happen to them,有謀殺案發生過的房子,,,,,,,,,,,
51 非自然身故 ,accidental death,意外死亡,,,,,,,,,,,
52 解除 ,discharge,解除,,,,,,,,,,,
53 拒絕受領,refuse to accept,拒絕接受,,,,,,,,,,,
（林昀嫺老師）,,,,,,,,,,,,,
1 第三人代服勞務 ,a third party performs the services in the employee's place,第三人代服勞務,,,,,,,,,,,
2 平等對待原則 ,principle of equal treatment,平等對待原則,,,,,,,,,,,
3 就勞請求權 ,,,,,,,,,,,,,
4 怠忽工作 ,neglect of duty or orders,怠忽職守或命令,neglect of work,怠忽工作,,,,,,,,,
5 主觀說 ,subjective theory,主觀說,,,,,,,,,,,
6 客觀說 ,objective theory,客觀說,,,,,,,,,,,
7 怠忽職守 ,neglect of duty,怠忽職守,,,,,,,,,,,
8 忠誠履行勞務給付 ,perform the services faithfully,忠誠履行勞務給付,,,,,,,,,,,
9 不能勝任工作 ,unable to perform his/her duties,不堪勝任工作,,,,,,,,,,,
10 加班費 ,overtime pay,加班費,premium pay,加班費,payment for additional work,加班費,,,,,,,
11 特別休假 ,special leave of absence,特別休假,annual leave,特別休假(年假),,,,,,,,,
12 工資 ,wage,工資,,,,,,,,,,,
13 經常性給與 ,regular payments,經常性給與,,,,,,,,,,,
14 擬制工資 ,constructive wage,擬制工資,,,,,,,,,,,
15 恩惠性給與 ,,,,,,,,,,,,,
16 年節獎金 ,,,,,,,,,,,,,
17 夜點費 (夜勤津貼),night differential pay,夜間加給(夜勤薪酬),,,,,,,,,,,
18 勞工升任經理人 ,labor promoted to manager,勞工升任為經理人,,,,,,,,,,,
19 經理人 ,manager,經理人,,,,,,,,,,,
20 委任 ,mandate,委任,delegation,委任,appointment,委任,,,,,,,
21 僱傭 ,hire of services,僱傭,,,,,,,,,,,
22 兵役期間 ,period of military service,兵役期間,time for military service,服兵役期間,,,,,,,,,
23 從屬性 ,subordinate relation,從屬性(從屬關係),appurtenant nature,從屬性質,dependency/subordination,從屬性,,,,,,,
24 勞工 ,labor,勞工,worker,勞工,,,,,,,,,
25 人格上從屬性 ,,,,,,,,,,,,,
26 兼職教師 ,,,,,,,,,,,,,
27 公務員兼具勞工身分 ,civil servant who also has the legal status of a worker,公務員兼具勞工身分者,,,,,,,,,,,
28 定期契約 ,fixed term contract,定期契約,,,,,,,,,,,
29 聘用人員 ,contract-based personnel,聘用人員,personnel,聘用人員,contract-based employee,聘用人員,,,,,,,
30 公營事業移轉民營 ,privatization of government-owned enterprises,公營事業移轉民營,conversion of state owned enterprises into private enterprises,公營事業移轉民營,,,,,,,,,
31 退休 ,retirement,退休,,,,,,,,,,,
32 經濟上從屬性 ,economically(financially) subordinate,經濟上從屬,,,,,,,,,,,
33 承攬契約 ,contract of hire of work,承攬契約,,,,,,,,,,,
34 教師 ,,,,,,,,,,,,,
35 勞務專屬性 ,exclusive character of  services,勞務專屬性,specificity of services,勞務專屬性,,,,,,,,,
36 第三人代服勞務 ,a third party performs the services in the employee's place,第三人代服勞務,,,,,,,,,,,
37 就勞請求權 ,,,,,,,,,,,,,
38 競業禁止 ,non-compete (clause),競業禁止(條款),non-competition covenant to ex-employees,離職後競業禁止條款,,,,,,,,,
39 營業秘密 ,trade secret,營業秘密,,,,,,,,,,,
40 職業選擇自由 ,freedom of choice of occupation,職業選擇自由,employee's freedom,職業選擇自由,freedom of choosing occupation,職業選擇自由,,,,,,,
41 工作權 ,right to work,工作權,right of work,工作權,,,,,,,,,
42 定型化契約 ,standard contract,定型化契約,,,,,,,,,,,
43 附合契約 ,adhesion contract,附合契約,,,,,,,,,,,
44 違約金 ,penalty,違約金,,,,,,,,,,,
45 最低服務年限 ,minimum service years,最低服務年限,,,,,,,,,,,
46 機師 ,,,,,,,,,,,,,
47 派遣 ,dispatch,派遣,delegate,派遣,,,,,,,,,
48 承攬 ,hire of work,承攬,,,,,,,,,,,
49 雙重勞動關係 ,double labor relationship,雙重勞動關係,,,,,,,,,,,
50 雇主 ,employer,雇主,,,,,,,,,,,
51 僱傭 ,hire of services,僱傭,,,,,,,,,,,
52 從屬性 ,subordinate relation,從屬性(從屬關係),appurtenant nature,從屬性質,dependency/subordination,從屬性,,,,,,,
53 多重雇主 ,multiple employers,多重雇主,,,,,,,,,,,
54 雙重勞動關係 ,double labor relationship,雙重勞動關係,,,,,,,,,,,
55 雇主 ,employer,雇主,,,,,,,,,,,
56 試用期間 ,(on) probation,試用期,probation(ary) period,試用期,,,,,,,,,
57 試用期間限制 ,probation(ary) period limitation,試用期間限制,,,,,,,,,,,
58 終止保護 ,termination of protection,終止保護,,,,,,,,,,,
59 懲戒解僱 ,disciplinary discharge,懲戒性解僱,,,,,,,,,,,
60 情節重大 ,in a severe way,情節重大者,grossly,情節重大,serious,情節重大,,,,,,,
61 工作規則 ,work rules,工作規則,,,,,,,,,,,
62 勞動契約 ,labor contract,勞動契約,,,,,,,,,,,
63 最後手段 ,ultima ratio,最後手段(性),,,,,,,,,,,
64 曠工 ,be absent from work,曠工,,,,,,,,,,,
65 請假 ,leave of absence,請假,leave taking,請假,leave,請假,,,,,,,
66 代班 ,to take (over) another's shift,代班,,,,,,,,,,,
67 業務緊縮 ,business contracted,業務緊縮,business contraction,業務緊縮,,,,,,,,,
68 虧損 ,operating loss,虧損,loss,虧損,,,,,,,,,
69 歇業 ,cease to operate,歇業,closedown,歇業,wind up his business,歇業,,,,,,,
70 經濟性解僱 ,dismissal due to economic/financial problem,經濟上解僱,discharge due to economic/financial problem,經濟性解僱,,,,,,,,,
71 業務性質變更 ,a change in business nature,業務性質變更,,,,,,,,,,,
72 安置適當工作 ,assign (sb to another) suitable position,安置適當工作,,,,,,,,,,,
73 社會正當性 ,social legitimacy,社會正當性,social justifiability,社會正當性,,,,,,,,,
74 預告期間 ,advance notice period,預告期間,,,,,,,,,,,
75 最後手段 ,ultima ratio,,,,,,,,,,,,
76 組織調整 ,organizational restructure,組織調整,,,,,,,,,,,
77 不能勝任工作 ,unable to perform his/her duties,不堪勝任工作,,,,,,,,,,,
78 請假 ,,,,,,,,,,,,,
79 請假手續 ,,,,,,,,,,,,,
80 曠工 ,be absent from work,曠工,,,,,,,,,,,
81 工作年資 ,service period,工作年資,service seniority,工作年資,seniority of service,工作年資,,,,,,,
82 同一事業單位 ,one and the same business entity,同一事業單位,,,,,,,,,,,
83 年資併計 ,inclusion of seniority,年資併計,,,,,,,,,,,
84 兵役年資 ,military service seniority,兵役年資,seniority of military service,兵役年資,,,,,,,,,
85 留職停薪 ,unpaid leave,留職停薪,suspend himself/herself from job without pay,留職停薪,retain the position without pay,留職停薪,,,,,,,
86 事實年資 ,,,,,,,,,,,,,
87 權數年資 ,weight seniority,,,,,,,,,,,,
88 給付年資 ,,,,,,,,,,,,,
89 結清年資 ,settle and clear seniority of service,結清年資,,,,,,,,,,,
90 定期契約 ,fixed term contract,定期契約,,,,,,,,,,,
91 因故停止履行 ,termination (a contract) for cause,因故停止履行(契約),,,,,,,,,,,
92 退休 ,retirement,退休,,,,,,,,,,,
93 終止 ,terminate,終止,,,,,,,,,,,
94 自請退休 ,voluntary retirement,自請退休,mandatory retirement,自請退休/屆齡退休,,,,,,,,,
95 工作時間 ,working hours,工作時間,,,,,,,,,,,
96 休息時間 ,recess,休息時間,break,休息(時間),,,,,,,,,
97 延長工時 ,extended working hours,延長工時,,,,,,,,,,,
98 待命時間 ,,,,,,,,,,,,,
99 特殊工作時間 ,,,,,,,,,,,,,
100 機師 ,,,,,,,,,,,,,
101 輪休 ,,,,,,,,,,,,,
102 特別工作時間 ,special working hours,特別工作時間,,,,,,,,,,,
103 通勤災害 ,commuting injury,通勤災害,,,,,,,,,,,
104 職業災害 ,occupational accidents,職業災害,employment/work injury,職業災害,industrial accident,職業災害,,,,,,,
105 過失相抵 ,comparative negligence,過失相抵,contributory negligence,過失相抵(與有過失),,,,,,,,,
106 定期契約 ,fixed term contract,定期契約,,,,,,,,,,,
107 繼續性 ,continuous,繼續性(的),,,,,,,,,,,
108 特定性 ,special,特定性(的),specificity,特定性,,,,,,,,,
109 調職 ,transfer,調職,,,,,,,,,,,
110 調職五原則 ,five principles of transfer,調職的五個原則,,,,,,,,,,,
111 權利濫用 ,abuse of right,權利濫用,,,,,,,,,,,
112 調職合理性 ,reasonableness of transfer,調職的合理性,,,,,,,,,,,
113 合理性 ,reasonableness,合理性,,,,,,,,,,,
114 工作規則 ,work(ing) rules,工作規則,working terms and conditions,工作規則,,,,,,,,,
115 不利益變更 ,disadvantage prohibition,不利益變更禁止原則,a change to disadvantage,不利益變更,a disadvantageous change/alteration,不利益的變更,,,,,,,
116 工作規則核備 ,working rules examination and reference,工作規則核備,,,,,,,,,,,
117 懲戒解僱 ,disciplinary discharge,懲戒性解僱,,,,,,,,,,,
118 違反工作規則情節重大 ,in serious violation of work(ing) rules,違反工作規則情節重大,,,,,,,,,,,
119 勞務專屬性,exclusive character of  services,勞務專屬性,specificity of services,勞務專屬性,,,,,,,,,
（呂麗慧老師）,,,,,,,,,,,,,
1 定型化契約 ,adhesion contract,定型化契約,,,,,,,,,,,
2 誠信原則 ,principle of good faith,誠信原則,,,,,,,,,,,
3 顯失公平 ,be obviously unfair,顯失公平,obviously unfair juristic act,顯失公平民事行為,,,,,,,,,
4 平等互惠 ,equality and mutual benefit,平等互利,treaties of trade and friendship on the basis of equality and reciprocity,平等互惠友好通商條約,,,,,,,,,
5 定型化契約條款 ,the clauses adhesion contract,定型化契約,,,,,,,,,,,
6 契約之目的難以達成 ,be hard to reach the purpose of contract,契約之目的難以達成,,,,,,,,,,,
7 審閱期間 ,time period of inspection,審視期間,,,,,,,,,,,
8 保證契約 ,contract of guarantee,保證契約,guarantee,保證書,liability for guarantee,保證責任,,,,,,,
9 消費者 ,consumer,消費者,consumer protection,消費者保護,consumer's sovereignty,消費者自主權,,,,,,,
10 消費關係 ,the relation of consumption,消費的關係,consumer and producer,消費者與製造者,,,,,,,,,
11 居間契約 ,intermediary contract,居間契約,intermediary,居間人,,,,,,,,,
12 委託銷售契約書 ,contract of commission sale,委託銷售契約書,commission part,委託方,letter of authorization,授權書或委託書,,,,,,,
13 訪問買賣 ,visiting sale,訪問買賣,,,,,,,,,,,
14 消費者 ,consumer,消費者,consumer protection,消費者保護,consumer's sovereignty,消費者自主權,,,,,,,
15 解除契約 ,cancel contract,解除契約,right to rescind the contract,解除契約的權利,compensation for cancellation of contracts,解除契約補償費,,,,,,,
16 混合契約 ,severable contract,混合契約,,,,,,,,,,,
17 猶豫期間 ,warranty period,鑑賞期,,,,,,,,,,,
18 除斥期間 ,limitation,除斥期間,,,,,,,,,,,
19 會員權買賣 ,the sale of member's right,會員權買賣,,,,,,,,,,,
20 最終消費 ,the ultimate consumption,最終消費,the ultimate consumer,最終消費者,,,,,,,,,
21 商品責任 ,liability of merchandise,商品之責任,,,,,,,,,,,
22 與有過失 ,contributory negligence,與有過失,,,,,,,,,,,
23 以生產為目的之商品 ,the merchandise of producing purpose,生產目的之商品,,,,,,,,,,,
24 服務責任 ,liability of service,服務責任,,,,,,,,,,,
25 懲罰性賠償金 ,exemplary damages,懲罰性賠償金,punitive damages,懲罰性損害賠償,penalty price,懲罰價格,,,,,,,
26 公車 ,,,,,,,,,,,,,
27 消費訴訟 ,consuming action,消費訴訟,,,,,,,,,,,
28 消費 ,consumption,消費,,,,,,,,,,,
29 消費者（同9） ,consumer,消費者,consumer protection,消費者保護,consumer's sovereignty,消費者自主權,,,,,,,
30 消費關係 ,the relation of consumption,消費的關係,consumer and producer,消費者與製造者,,,,,,,,,
31 廣告 ,advertisement,廣告,advertising contract,廣告契約,,,,,,,,,
32 企業經營者 ,enterprise of operator,企業經營者,enterprise operation,企業經營,business management,企業管理,,,,,,,
33 要約 ,offer/pollicitation,要約,offerer/promiser,要約人,,,,,,,,,
34 要約引誘 ,invitation to offer,要約引誘,lapse of offer,要約失效,,,,,,,,,
35 預售屋 ,pre-sale house,預售屋,,,,,,,,,,,
36 消費訴訟 （同27）,consuming action,消費訴訟,,,,,,,,,,,
37 懲罰性賠償金 （同25）,exemplary damages,懲罰性賠償金,punitive damages,懲罰性損害賠償,penalty price,懲罰價格,,,,,,,
38 消費者或第三人 ,consumer or the third party,消費者或第三人,producer,生產者或製造者,,,,,,,,,
39 商品責任（同21）,liability of merchandise,商品之責任,,,,,,,,,,,
40 服務責任 （同24）,liability of service,服務責任,,,,,,,,,,,
41 企業經營者 ,enterprise of operator,企業經營者,enterprise operation,企業經營,business management,企業管理,,,,,,,
42 仲介契約 ,intermediary contract,仲介契約,,,,,,,,,,,
43 服務責任（同24、40） ,liability of service,服務責任,,,,,,,,,,,
44 無過失責任 ,liability without fault,無過失責任,non-fault condition,無過失情形,non-fault and compensation law,無過失補償法,,,,,,,
